sy_pnum,st_teff,st_rad,st_mass,st_met,st_lum,st_logg
1,4520.00,0.66,0.73,-0.003,-0.364,4.66
1,4763.00,0.74,0.77,,-0.592,4.58
1,,0.63,,,,
1,,0.63,,,,
1,5053.00,0.63,,,-0.635,
1,4751.00,0.73,,,,
1,5053.00,0.63,0.80,0.000,,4.59
1,,,0.80,,,
3,5724.00,1.10,,-0.220,,4.50
3,5769.50,0.82,,,-0.170,
3,,0.82,,,,
3,,0.82,,,,
3,6438.00,1.50,,,,4.20
3,5759.00,0.85,1.03,,-0.147,4.59
3,5648.00,0.94,,,,
3,,,0.93,,,
3,,0.82,,,,
1,3550.11,,,,,
1,,,0.22,,,
1,2989.00,0.18,,,,
1,3489.00,0.37,0.36,,-1.730,4.85
2,4018.74,0.67,,,-0.980,
2,,0.67,,,,
2,,,0.56,,,
2,4114.00,0.50,,0.006,,4.80
2,3893.00,0.57,,,,
2,4055.00,0.67,0.63,,-0.956,4.58
1,3637.57,,,,,
1,,0.37,,,,
1,3297.00,0.25,,-0.330,,4.90
1,3467.00,0.25,0.22,,-2.088,4.99
1,,,0.41,,,
1,4231.00,0.65,,,,
1,,0.37,,,,
2,,0.67,,,,
2,5014.67,0.67,,,-0.593,
2,4864.00,0.76,0.79,,-0.533,4.57
2,,0.67,,,,
2,,,0.71,,,
2,4749.00,0.73,,,,
2,4752.00,0.76,0.83,0.019,,4.60
1,4148.21,0.57,0.66,,,
1,3811.00,0.60,0.59,,-1.169,4.65
1,,,,,,
1,,,,,,
1,,0.64,,,,
1,3797.00,0.64,,,-1.113,
1,,,,,,
1,3880.00,0.59,0.61,0.140,-1.153,
1,4057.00,0.58,0.62,0.200,,4.70
1,6069.00,1.39,1.17,0.100,,4.22
1,6128.00,1.36,,,,4.23
1,6320.00,1.49,,,,4.22
1,6046.00,1.41,,0.050,,4.14
1,,,,,,
1,,1.40,,,,
1,,,,,,
1,6128.00,1.36,1.16,,0.373,4.23
1,,1.48,,,,
1,6025.00,1.38,1.18,0.100,,4.25
1,6027.47,1.40,,,0.369,
2,,,,,,
2,5008.00,0.78,0.83,,-0.467,4.58
2,4987.49,0.75,,,-0.505,
2,,,0.83,,,
2,,0.75,,,,
2,5171.00,0.80,0.83,-0.030,,4.55
2,,0.75,,,,
1,,,1.11,,,
1,,1.22,,,,
1,,,,,,
1,,1.22,,,,
1,5915.00,1.22,1.08,,0.214,4.30
1,5782.33,1.22,,,0.179,
1,4982.79,0.76,,,-0.497,
1,,0.76,,,,
1,,,,,,
1,,,0.91,,,
1,5079.00,0.75,0.85,,-0.470,4.61
2,5864.75,0.98,,,0.006,
2,,,,,,
2,6055.00,0.95,1.13,,0.038,4.54
2,6004.00,0.98,0.99,-0.180,,4.45
2,,0.98,,,,
2,,,0.95,,,
2,,,,,,
2,5928.00,0.95,,-0.210,,4.49
2,,0.98,,,,
2,,0.95,,,,
2,5627.00,0.91,1.00,,-0.124,4.52
2,5765.00,0.93,,-0.390,,4.40
2,,0.95,,,,
2,4684.00,0.67,0.69,-0.137,,4.62
2,,,,,,
2,4897.00,0.55,,,-0.804,
2,,,,,,
2,4581.00,0.67,0.72,,-0.751,4.65
1,5443.04,1.11,0.95,0.470,-0.009,4.32
1,5620.00,0.89,,0.280,,4.50
2,5470.00,0.87,0.94,-0.025,,4.53
2,5532.00,0.99,0.95,0.110,,
2,5617.00,0.98,0.97,0.130,,4.45
2,5496.00,0.98,0.90,0.060,,4.42
2,5364.75,1.02,,,-0.110,
2,5565.00,0.99,0.98,,-0.073,4.44
2,5590.00,0.83,0.93,0.025,-0.119,4.56
2,5613.00,0.95,,0.010,,4.60
2,,1.02,,,,
2,5590.00,0.91,0.97,0.080,,4.54
2,,0.97,,,,
2,5496.00,0.95,0.92,0.060,,4.42
1,3782.00,0.32,,-0.180,,5.00
1,3506.00,0.42,0.42,,-1.612,4.80
1,3562.00,0.43,0.45,-0.010,,4.83
1,5870.00,0.98,,-0.150,,4.40
1,5868.00,1.00,0.97,-0.120,,
1,5831.00,1.00,0.92,-0.220,,4.40
1,5886.00,1.00,1.07,,0.030,4.47
1,6513.00,1.74,,,,4.08
1,3926.00,0.45,0.45,,-1.356,4.78
1,5695.66,1.87,,,0.521,
1,,,0.40,,,
1,6202.00,1.59,1.32,0.141,0.526,4.16
1,6513.00,1.74,1.34,,0.691,4.08
1,4898.00,2.70,0.90,-0.230,,3.52
1,4953.11,2.55,,,0.548,
1,4962.41,2.62,,-0.289,,
3,5256.00,1.82,,,0.356,
3,5430.00,1.71,1.05,0.200,,3.99
3,5230.80,1.94,0.89,0.050,0.406,3.81
1,2838.00,,0.05,,-0.699,
1,3517.00,0.52,0.52,,-1.425,4.72
2,3272.00,0.31,0.29,,-1.990,4.91
2,3326.00,0.30,0.30,0.100,-1.972,4.85
1,3413.00,0.32,0.29,,-1.915,4.91
1,3348.00,0.31,0.29,0.040,-1.971,4.93
1,3390.00,0.31,,,,4.94
1,3413.00,0.32,,,,4.91
1,3708.00,,,,,
2,3024.00,0.14,0.12,-0.250,-2.852,5.10
2,2902.00,0.14,0.12,,-2.879,5.19
2,,,,,,
3,2905.00,0.16,0.13,,-2.808,5.16
3,2953.00,0.16,0.12,-0.080,-2.770,
3,3319.50,,,,,
3,,,,,,
2,3631.11,,,,,
2,3270.00,0.21,0.18,,-2.359,
2,,0.26,0.18,,,4.88
2,3202.00,0.23,,,,4.86
2,,,,,,
2,,,,,,
2,3261.00,0.23,0.20,,-2.282,5.02
2,3270.00,0.21,0.18,-0.120,-2.359,
2,3229.00,0.22,0.19,-0.170,-2.321,5.04
2,3287.00,0.36,0.34,,-1.869,4.87
2,,,,,,
2,,,,,,
2,3357.57,0.37,0.37,0.160,,4.88
2,3264.00,0.40,0.35,,-1.699,
2,3698.49,,,,,
1,,,,,,
1,3280.00,0.18,0.16,-0.120,-2.480,5.09
1,3486.52,,,,,
1,,,,,,
1,3114.00,0.20,0.17,,-2.463,5.06
1,,0.21,0.16,,,4.99
1,3026.00,0.21,0.16,,-2.484,4.99
1,3250.00,0.22,0.18,0.100,-2.312,4.99
1,3170.00,0.18,0.16,0.000,,5.12
1,,0.21,0.16,,,
1,3101.00,0.22,0.18,0.240,-2.409,5.03
1,3438.05,,,,,
1,,,,,,
1,3074.00,0.21,0.18,,-2.431,5.04
1,3026.00,0.20,,0.000,,5.00
1,3000.00,,,,,5.00
1,3000.00,,,,,5.00
1,3250.00,0.21,0.18,0.290,-2.337,5.03
1,3026.00,,,,,
1,3026.00,0.22,0.15,0.390,,4.94
1,3026.00,0.21,,0.000,,5.00
1,,0.20,,,,
1,2949.00,0.21,0.15,,-2.553,4.94
1,3458.00,0.39,0.38,,,
1,3325.00,0.39,,,,4.89
1,,,,,,
1,3458.00,0.39,0.38,0.100,-1.708,
1,3536.00,0.39,0.38,,-1.667,4.83
1,3772.00,,,,,
1,3236.00,0.19,0.18,-0.040,-2.439,5.09
1,3443.36,,,,,
1,3146.00,,,,,
1,,,,,,
2,4628.53,0.71,,,,4.32
2,4628.53,0.71,0.73,0.003,-0.687,4.60
2,,0.73,0.76,,-0.706,
2,4628.53,0.71,,,,4.32
2,,,,,,
2,4571.00,0.76,0.68,,-0.638,
2,4628.47,0.71,,,-0.686,
2,4723.00,,0.76,-0.020,-0.733,4.40
2,4640.00,0.69,0.73,0.003,-0.686,4.61
2,,,,,,
2,,,,,,
2,,,,,,
2,3259.00,0.20,0.16,-0.375,-2.411,5.07
2,,,,,,
2,3607.00,0.38,0.38,-0.340,-1.655,4.87
2,3669.00,0.38,0.38,,-1.699,
2,3988.00,,,,,
2,,,,,,
2,,,,,,
2,,,,,,
2,3567.00,0.39,0.38,-0.320,-1.663,4.90
2,,,,,,
2,,,,,,
2,,0.41,0.40,,,4.82
2,,,,,,
2,3742.67,0.38,0.40,-0.391,,4.89
2,,,,,,
1,4345.00,0.60,0.58,,-0.921,
1,4329.00,0.67,0.68,,-0.842,4.61
1,4347.00,,0.69,,-0.796,
1,4370.75,0.66,,,-0.850,
1,,,,,,
3,,,,,,
3,3407.00,0.43,0.38,,-1.699,
3,3500.00,,0.40,0.100,-1.708,
3,,,,,,
3,3399.00,0.41,0.40,,-1.695,4.82
3,3723.77,,,,,
1,3370.00,,0.36,0.300,,4.83
1,3539.00,,,,,
1,3411.78,0.38,0.39,0.183,,4.87
1,3370.00,0.38,0.36,0.300,-1.796,4.83
1,,,,,,
1,3315.00,0.38,0.36,,-1.814,4.85
1,3277.00,0.41,0.36,,-1.699,
3,,,,,,
3,,,0.43,,,
3,3371.00,,0.43,,-1.886,
3,,,,,,
3,3556.00,0.41,0.41,,-1.609,4.81
3,3811.50,,,,,
3,3562.00,0.42,0.39,,-1.523,
2,,,0.96,,,
2,5485.00,2.24,0.96,-0.400,0.612,3.72
1,4017.00,0.68,0.57,,-0.959,
1,4002.00,0.75,0.62,,-0.886,4.48
1,,,0.62,,,
1,4069.95,0.71,,,-0.905,
2,,,,,,
2,,,,,,
2,3564.00,,0.58,,-1.553,
2,,,,,,
2,3710.00,0.46,0.48,,-1.222,4.81
2,,,,,,
2,,,,,,
2,,0.46,,,,4.81
2,,,,,,
2,,,0.51,,,
2,3912.54,,,,,
2,,,0.58,,,
2,,,,,,
2,,0.55,0.54,,,4.69
1,3445.00,0.43,,,,4.85
1,,,,,,
1,3433.00,0.49,0.41,,-1.523,
1,3470.00,0.43,0.42,,-1.624,4.80
1,3485.00,0.43,0.42,0.150,-1.616,
1,3398.00,0.37,0.35,,-1.789,4.86
1,,,,,,
1,3451.00,0.36,0.36,-0.030,-1.772,4.96
1,3683.39,,,,,
1,,,,,,
1,3423.00,0.38,0.35,,-1.699,
1,,,,,,
1,,,,,,
1,,,,,,
1,3706.00,0.54,0.46,,-1.301,
1,,,,,,
1,3687.00,0.52,0.52,,-1.348,4.72
1,3945.54,,,,,
1,3542.00,,0.53,,-1.585,
2,3382.00,0.29,0.29,0.090,-2.056,
2,,,,,,
2,,,,,,
2,,0.32,0.29,,,4.91
2,3283.00,0.33,0.32,,-2.000,
2,,,,,,
2,,,,,,
1,5519.04,0.88,0.97,0.105,-0.189,4.54
1,5540.00,0.90,0.90,0.100,-0.180,4.70
1,,,,,,
1,5520.00,0.88,,,-0.188,
1,,,,,,
1,5336.00,0.96,0.90,,-0.174,4.42
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,5536.00,,0.90,0.120,,4.56
1,5514.00,,0.94,0.070,-0.200,4.50
1,5489.00,,,0.070,,4.46
1,,,,,,
1,3613.00,0.47,0.42,,-1.523,
1,,,0.47,,,
1,3646.00,0.47,0.46,,-1.463,4.77
1,3910.00,,,,,
1,,,,,,
1,3556.00,0.52,0.52,-0.060,-1.342,4.73
1,,,,,,
1,3703.00,0.52,,,,4.76
1,3574.00,0.55,0.45,,-1.301,
1,3639.00,0.52,0.52,,-1.373,4.72
3,,,,,,
3,4056.80,0.58,,,-1.088,
3,3953.00,0.63,0.62,,-1.059,4.63
3,3717.00,0.50,0.68,-0.300,-1.347,
3,,,,,,
3,3916.00,0.67,0.55,,-1.000,
2,,,0.26,-0.230,,
2,,,,,,
2,3510.00,,0.42,0.360,,
2,,,0.42,,,
2,3492.73,0.43,0.45,0.301,,4.82
2,,,0.24,,,
2,3347.00,0.43,0.42,-0.554,-1.687,4.80
2,3589.79,,,,,
2,3897.00,0.63,0.65,-0.060,-1.080,4.64
2,3989.91,0.67,,,-0.993,
2,3920.00,0.67,0.55,,-1.000,
2,,,,,,
2,3923.00,0.65,0.63,,-1.044,4.61
2,3900.00,,0.69,0.000,,
4,3466.00,0.40,0.42,0.020,-1.658,
4,3545.00,,,,,
4,,,,,,
4,3466.00,0.40,0.42,0.020,-1.658,
4,3469.00,0.45,0.45,,-1.577,4.78
2,3178.00,,,,,
2,3159.00,0.12,0.16,-0.270,-2.569,
2,3303.00,,,,,
2,,,,,,
1,,,,,,
1,3526.00,0.44,0.47,-0.090,-1.538,
1,3543.00,0.46,0.46,,-1.514,4.77
1,3758.00,,,,,
1,,0.59,0.58,,,4.66
1,,,,,,
1,,0.53,0.55,,,4.76
1,,0.58,0.57,,,4.67
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,3841.00,0.53,0.55,,-1.097,4.76
1,,,,,,
1,,,,,,
1,,,,,,
1,4014.00,0.58,0.64,-0.030,-1.101,4.68
1,4001.00,0.58,0.69,-0.050,-1.103,4.68
1,4005.00,0.58,0.64,-0.030,-1.101,4.68
1,,,,,,
1,,,,,,
1,,,,,,
1,,0.54,0.58,,,4.74
1,3867.00,0.54,0.58,,-1.097,4.74
1,3995.02,0.57,,,-1.121,
1,3600.00,0.55,0.54,0.200,,4.70
1,3652.00,0.48,0.51,0.180,,4.78
1,3600.00,0.57,0.54,0.200,,4.66
1,3775.50,,,,,
1,3552.00,0.50,0.50,,-1.446,4.74
1,3552.00,0.50,,,,4.74
1,3600.00,0.50,0.54,,-1.538,
1,,,,,,
1,3652.00,0.48,0.51,0.200,-1.538,4.66
1,,0.53,0.56,,,4.74
2,,,,,,
2,3347.00,0.36,0.36,0.110,-1.824,4.81
2,3285.75,,,,,
2,2832.00,0.14,0.11,,-2.969,5.21
2,,,,,,
2,3822.26,,,,,
2,3332.00,0.35,,,,4.92
2,3329.00,0.35,0.34,,-1.857,4.87
2,3081.00,0.14,0.12,-0.070,-2.804,
2,2902.00,0.16,0.13,,-2.809,5.16
2,3384.00,,,,,
3,,,,,,
3,,,,,,
3,3490.00,0.36,0.35,,-1.761,4.86
3,3505.00,0.34,0.34,-0.120,-1.798,4.94
3,,,,,,
3,3505.00,0.34,0.34,-0.120,,4.94
3,3501.00,0.34,0.34,,-1.699,
3,,,,,,
3,3505.00,0.36,,,,4.91
3,3805.50,,,,,
1,3685.02,,,,,
1,,0.43,0.45,,-1.699,
1,,,,,,
1,3517.00,0.46,0.45,,-1.543,4.78
3,3501.00,0.51,0.42,,-1.523,
3,,,,,,
3,3522.00,0.46,0.46,-0.010,-1.539,4.78
3,3522.00,0.46,0.45,-0.010,-1.541,4.78
3,3518.00,0.46,,,,4.82
3,3536.00,0.46,0.45,,-1.530,4.77
1,3324.00,0.28,0.27,0.000,-2.062,5.05
1,3834.64,,,,,
1,3278.00,0.28,0.25,,-2.086,4.95
1,,,,,,
2,3384.00,0.32,0.31,-0.020,-1.963,4.89
2,3352.00,0.33,0.31,,-1.919,4.90
2,3369.00,0.32,0.31,0.000,-1.937,4.84
2,3352.00,0.33,,,,4.90
1,3545.00,0.44,0.40,,-1.523,
1,3546.00,0.43,0.43,,-1.573,4.80
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,3579.00,0.43,0.43,-0.090,-1.571,4.88
1,,,,,,
1,3867.00,0.61,0.63,-0.040,-1.120,4.65
1,3873.57,0.57,,,-1.175,
1,3795.00,0.58,0.57,,-1.205,4.67
1,3758.00,0.61,0.50,,-1.155,
1,3103.00,0.22,0.18,,-2.410,5.04
1,3273.00,0.20,0.18,-0.120,-2.395,4.92
2,3611.00,0.54,0.45,,-1.398,
2,3667.00,0.52,0.52,,-1.356,4.72
2,3889.00,,,,,
2,3722.00,0.49,0.50,-0.160,-1.387,4.77
2,,,,,,
2,,,,,,
2,,,,,,
2,,,,,,
2,,,,,,
2,,,,,,
2,,,,,,
2,,,,,,
2,,,,,,
2,,,,,,
2,,,,,,
2,,,,,,
2,,,,,,
2,,,,,,
2,,,,,,
2,,,,,,
2,3563.00,0.39,0.39,-0.380,-1.658,
2,3719.00,0.37,0.39,-0.362,,4.89
2,,,,,,
2,3611.00,0.40,0.39,,-1.699,
2,3601.00,0.39,0.39,-0.090,-1.710,4.87
2,3719.95,0.37,0.39,-0.361,,4.90
2,,,,,,
2,,0.38,0.37,,,4.85
2,,,,,,
2,,,,,,
2,,,,,,
2,,,,,,
2,,,,,,
2,4085.00,0.72,0.59,,-0.886,
2,4205.93,0.67,0.69,0.243,,4.62
2,,,,,,
2,,,,,,
2,,,,,,
2,,,,,,
2,4060.00,0.75,0.64,,-0.863,4.50
2,3663.00,0.55,0.54,0.080,-1.319,
2,3606.00,0.55,0.54,,-1.341,4.70
2,3860.00,,,,,
2,4135.71,0.71,,,-0.883,
2,4120.00,0.68,0.65,0.240,-0.924,4.65
2,,,,,,
1,3419.00,0.38,0.36,,-1.699,
1,3816.00,,,,,
1,,,0.35,,,
1,,,,,,
1,,,,,,
1,3428.00,0.37,0.36,,-1.768,4.85
1,3323.00,,0.35,,-1.959,
1,3387.00,0.41,0.41,0.120,-1.706,4.97
1,3901.57,,,,,
1,,,,,,
1,3310.00,0.41,0.40,,-1.743,4.82
3,3472.00,,0.48,,-1.699,
3,3780.80,,,,,
3,3605.00,0.47,0.47,,-1.475,4.76
3,,,,,,
3,3600.00,,0.48,-0.220,-1.469,
3,,,0.48,,,
3,3461.00,0.50,0.59,-0.170,,4.81
3,,,,,,
3,,,,,,
3,3618.00,0.47,0.42,,-1.523,
1,3431.00,0.47,0.40,,-1.523,
1,3456.00,0.43,0.42,,-1.633,4.80
1,3350.00,,,-0.150,,4.43
1,3660.42,,,,,
1,,0.46,0.47,,,4.79
1,3500.00,0.45,0.45,0.000,,5.00
1,3585.00,0.44,0.45,,,4.84
1,3456.00,0.43,,,,4.80
1,3350.00,0.46,0.45,-0.030,-1.585,4.84
1,3416.00,0.46,0.56,0.020,,4.84
1,,,,,,
1,,,,,,
1,,,,,,
1,,0.45,,,,
1,,,0.45,-0.030,,
1,,,0.41,,,
1,,,,,,
1,3500.00,,,0.000,,4.50
1,3479.00,0.45,0.45,,,
1,3500.00,0.45,0.46,-0.030,,4.79
1,3350.00,,0.44,-0.030,-1.620,
1,3586.11,0.42,0.44,0.099,,4.84
1,,,,,,
1,,,,,,
1,,,,,,
1,3487.00,0.47,0.47,,-1.523,4.76
1,,,,,,
1,3540.00,0.49,0.49,,,4.86
1,3469.00,0.51,0.42,,-1.523,
1,3350.00,0.52,0.41,,-1.523,
1,,,0.45,,,
1,,,,,,
1,3381.00,0.46,0.45,,-1.612,4.78
1,,,,,,
1,3584.77,,,,,
1,,,,,,
1,3588.46,,,,,
1,3297.00,0.33,0.31,,-1.932,4.89
1,3291.00,0.34,0.33,-0.150,-1.916,4.82
1,3267.00,0.37,0.34,,-2.000,
1,3340.00,0.33,0.32,0.070,-1.917,
1,,,,,,
1,3297.00,0.33,,,,4.89
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,6234.00,,1.22,0.280,0.332,4.60
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,1.26,1.29,,,4.39
1,,,,,,
1,,,,,,
1,6130.00,,,0.180,,4.33
1,6205.00,1.30,1.22,0.220,,4.29
1,,,,,,
1,,,,,,
1,6029.19,1.35,1.12,0.210,0.338,4.23
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,6234.00,1.26,1.29,0.280,0.360,4.39
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,6100.00,1.34,,,0.353,
1,,,,,,
1,6291.00,,,0.270,,4.34
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,3697.00,0.50,0.50,,-1.371,4.73
1,3707.00,0.51,0.45,,-1.398,
1,,,,,,
1,3728.00,0.50,0.51,-0.140,-1.367,4.76
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,3685.00,0.50,0.52,-0.080,-1.377,4.75
1,,0.45,,,,4.84
1,3990.82,,,,,
1,,,,,,
1,3700.00,0.45,0.44,,-1.398,4.84
1,,,,,,
1,,,,,,
1,3674.00,0.51,0.51,,-1.373,4.73
3,3490.39,0.32,0.32,-0.088,,4.94
3,3396.00,0.33,0.31,,-1.885,4.89
3,,0.29,0.31,-0.250,-1.886,
3,3660.26,,,,,
3,,,,,,
3,,,,,,
3,,,,,,
3,,,,,,
3,,0.29,0.31,,-1.886,
3,3375.00,0.34,0.33,,-2.000,
3,,,,,,
1,3549.00,0.34,0.32,,-1.788,4.89
1,,,,,,
1,,,,,,
1,3499.00,0.31,0.30,-0.380,-1.894,4.94
1,3763.10,,,,,
1,,,,,,
1,3565.00,0.32,0.34,,-2.000,
1,3807.22,0.50,0.53,0.044,,4.76
1,,0.46,,,,4.81
1,,,,,,
1,3674.00,0.52,0.51,,-1.359,4.72
1,,,,,,
1,3700.00,,0.54,0.080,,
1,,,,,,
1,3675.00,0.53,0.46,,-1.301,
1,3590.00,0.54,0.54,-0.040,-1.365,
1,,,,,,
1,,,,,,
1,3972.55,,,,,
1,3734.00,0.50,0.51,-0.150,-1.361,4.76
5,,,,,,
5,,,,,,
5,,,,,,
5,3650.00,,,,,
5,,,,,,
5,,,,,,
5,3600.00,,0.33,,-1.854,
5,,,,,,
5,3775.40,,,,,
5,4819.00,,,-0.430,,
5,3350.00,,0.33,-0.550,-1.863,4.69
5,,,,,,
5,,,,,,
5,4810.00,0.52,0.59,,-0.886,
1,,,,,,
1,,,,,,
1,,,,,,
1,3600.00,,0.35,-0.280,-1.796,
1,3461.00,0.36,0.35,,-1.699,
1,3700.00,,,,,
1,3451.00,0.36,0.35,,-1.770,4.86
4,3734.00,0.69,0.73,0.080,,4.62
4,,,0.71,0.230,,
4,,,,,,
4,,,,,,
4,4006.03,0.63,,,-1.043,
4,,,,,,
4,,,,,,
4,3851.00,0.65,0.63,,-1.079,4.61
4,3217.00,0.31,0.29,,-2.031,4.91
4,,,0.63,,,
4,3851.00,0.73,0.56,,-0.959,
2,3729.00,,,,,
2,3237.00,0.30,0.27,,-2.056,4.93
2,3172.00,0.34,0.31,,-2.000,
2,,,,,,
2,3028.00,,0.27,,-2.699,
1,3870.07,0.54,,,-1.223,
1,,,,,,
1,3816.00,0.54,0.55,-0.150,-1.253,4.72
1,,,,,,
1,3761.00,0.58,0.49,,-1.222,
1,3753.00,0.56,0.55,,-1.251,4.69
1,,,,,,
1,,,,,,
2,,,,,,
2,,0.41,0.40,0.150,,4.82
2,,,,,,
2,3825.53,,,,,
2,3413.00,0.42,0.41,,-1.672,
2,3340.00,0.43,0.45,0.150,,4.82
2,,,0.40,,,
2,3561.30,0.40,0.42,0.063,,4.86
2,3428.00,0.42,0.38,,-1.699,
2,,,,,,
2,,,,,,
1,3849.00,0.61,0.51,,-1.155,
1,,,,,,
1,,,,,,
1,3827.00,0.59,0.58,,-1.173,4.66
1,3837.00,0.56,0.57,-0.140,-1.217,4.71
1,3311.00,0.30,0.27,,-2.019,4.93
1,,,,,,
1,3671.00,0.55,0.46,,-1.301,
1,,0.54,0.54,,,4.70
1,3799.00,0.52,0.53,-0.020,-1.291,4.88
1,,,,,,
1,3784.00,0.59,0.58,,-1.195,4.66
1,3789.00,0.61,0.50,,-1.155,
1,,,,,,
1,3913.00,0.56,0.58,0.080,-1.206,4.68
1,,,,,,
1,,,,,,
1,3920.00,0.56,,,-1.174,
1,,,,,,
1,,,,,,
2,,,,,,
2,,,,,,
2,3600.00,0.41,0.41,-0.280,-1.585,4.98
2,3573.00,0.43,,,,4.80
2,3573.00,0.43,0.42,,-1.576,4.80
2,3584.00,0.43,0.40,,-1.523,
2,,,,,,
1,3993.46,,,,,
1,,,,,,
1,,,,,,
1,,,0.45,,,
1,,0.44,0.44,,,4.79
1,3472.00,,0.45,-0.300,-1.585,4.70
1,,,,,,
1,3601.00,0.45,0.41,,-1.523,
1,3472.00,,0.45,-0.300,,4.70
1,3657.00,0.48,0.45,-0.700,,4.70
1,,,,,,
2,,,,,,
2,,,0.49,0.160,,
2,3562.68,0.47,0.50,0.396,,4.79
2,,,0.49,0.220,,
2,3241.00,0.53,0.65,0.240,,4.80
2,3407.00,0.46,0.46,,-1.583,4.77
2,3467.00,0.45,0.45,0.090,-1.590,4.80
2,,,0.49,,-1.553,
2,,,,,,
2,,,,,,
2,,,,,,
2,3856.53,,,,,
2,3343.00,0.55,0.42,,-1.523,
1,,,,,,
1,5214.00,,,-0.210,,4.76
1,,,,,,
1,5182.00,0.77,0.93,-0.220,,4.63
1,,,,,,
1,,,,,,
1,5151.00,,0.77,-0.268,,4.59
1,5263.50,0.77,,,-0.390,
1,5163.00,,0.70,-0.240,,4.52
1,,0.80,0.80,,,4.54
1,,,,,,
1,,,,,,
1,,,,,,
1,5188.50,0.79,0.88,-0.234,-0.389,4.59
1,,,0.80,,,
1,,,,,,
1,5151.00,0.80,0.80,-0.270,-0.377,4.54
1,,,,,,
1,,,,,,
4,3227.00,0.40,0.34,,-1.699,
4,,,,,,
4,3271.00,0.35,0.34,,-1.893,4.87
4,,,,,,
4,3293.74,0.37,0.37,0.213,,4.87
4,,,0.33,0.050,-1.886,
4,3837.20,,,,,
4,,0.30,0.32,,-1.907,
4,,,0.37,,,
4,,,,,,
4,,,,,,
4,3129.00,0.38,0.37,0.190,-1.914,
4,,,,,,
2,3667.00,0.50,0.44,,-1.398,
2,,,,,,
2,3688.00,0.47,0.49,-0.060,-1.434,4.78
2,,,,,,
2,,,,,,
2,,,,,,
2,,,,,,
2,3676.32,0.50,0.54,-0.220,-1.384,4.77
2,,,,,,
2,3957.36,,,,,
1,,,,,,
1,,0.28,0.25,,,4.95
1,,,,,,
1,,,0.30,,-2.000,
1,,,,,,
1,,,0.44,,,
1,3345.00,0.39,0.39,,-1.755,4.83
1,,,0.17,,,
1,,,1.08,-0.630,,
1,,,,,,
1,,0.72,0.67,,,4.56
1,,,,,,
1,3976.00,0.73,0.58,,-0.921,
1,,,,,,
1,,,,,,
1,,,,,,
1,3154.00,0.16,0.15,-0.130,-2.595,5.01
1,,,0.15,,,
1,3102.00,0.18,0.15,,-2.566,5.10
1,,,,,,
1,3305.00,,,,,
1,,,0.62,,,
1,,,,,,
1,,0.63,0.61,,,4.63
1,3811.00,0.73,0.55,,-1.000,
1,,,,,,
1,3799.00,0.61,0.50,,-1.155,
1,3782.00,0.58,0.57,,-1.207,4.67
1,,,,,,
1,3845.50,0.59,,,-1.160,
1,,,,,,
1,3785.00,,0.60,0.140,-1.052,
1,3784.00,0.60,0.59,,-1.171,4.65
1,3836.00,0.57,0.59,0.050,-1.200,4.69
1,3845.00,0.54,0.48,,-1.222,
3,4340.00,0.60,0.61,-0.260,,4.66
3,4199.00,0.63,,,,4.65
3,4255.00,0.65,0.66,-0.280,,4.70
3,4269.00,0.61,0.61,-0.500,,4.65
3,4236.00,0.58,0.62,-0.290,,4.72
3,4255.00,0.60,0.61,-0.280,,4.70
3,,,,,,
3,4173.54,0.65,,,-0.942,
3,4305.00,0.60,0.61,-0.260,,
3,4219.00,0.62,0.64,-0.290,,4.66
3,4199.00,0.63,0.66,,-0.948,4.65
1,7000.00,1.56,1.68,0.350,0.727,4.27
1,8039.00,1.60,,,,4.32
1,8039.00,1.60,1.95,,0.984,4.32
1,,,,,,
1,4416.00,,,-0.350,,3.65
1,4092.57,1.83,,,-0.072,
1,,,0.70,,,
1,4360.00,1.94,,,,
1,4432.00,0.90,0.69,,-0.546,4.37
1,4119.00,,,-0.060,,3.70
1,4513.73,0.74,,,-0.694,
1,4200.00,,0.90,,-0.420,
1,,,0.60,,,
1,4200.00,,0.90,,-0.420,
1,4031.81,,,,,
1,3420.00,0.45,0.45,-0.250,-1.602,4.78
1,,,0.33,0.100,,
1,5370.00,0.96,0.93,,-0.159,4.44
1,5470.00,0.95,0.95,,,
1,5720.00,1.09,,,,4.37
1,5720.00,1.06,1.00,,,
1,5720.00,1.09,1.02,,0.057,4.37
1,,,1.05,,,
1,,,1.08,,,
1,,,1.27,,,
1,,,1.16,,,
1,,,1.05,,,
1,,,1.15,,,
1,,,1.29,,,
1,3745.00,0.56,0.55,,-1.255,4.69
1,,,,,,
1,4063.29,,,,,
